id,price_doc
30813,4798051.5
30814,2481601.75
30815,3720678.25
30816,7784701.5
30817,1775282.5
30818,7582528.0
30819,7778008.0
30820,5050321.0
30821,24151844.0
30822,8716324.0
30823,6874772.5
30824,3519947.0
30825,5255490.5
30826,10380745.0
30827,5481198.0
30828,5551090.0
30829,5397682.0
30830,8605120.0
30831,6404883.0
30832,5921927.0
30833,4941396.0
30834,4142340.75
30835,7531230.5
30836,6547966.0
30837,5068685.0
30838,4389435.5
30839,5777138.0
30840,10871170.0
30841,11121036.0
30842,7082362.0
30843,5237628.0
30844,6639680.0
30845,9475910.0
30846,4177836.5
30847,5783621.0
30848,8283698.0
30849,4323040.0
30850,3959863.25
30851,4953782.0
30852,6403075.0
30853,4271799.5
30854,5605180.0
30855,7381148.5
30856,8488142.0
30857,2193630.5
30858,4193024.25
30859,5879105.0
30860,5777110.0
30861,8731516.0
30862,6340529.0
30863,5433260.5
30864,6187617.0
30865,9831273.0
30866,7057792.0
30867,5725230.5
30868,8248468.5
30869,5533082.5
30870,4713566.5
30871,8222832.5
30872,4843321.5
30873,3740191.75
30874,4605048.5
30875,6862510.0
30876,4851328.0
30877,10313999.0
30878,5549343.0
30879,10412891.0
30880,6282175.5
30881,1842282.0
30882,10825360.0
30883,3626840.25
30884,5652780.0
30885,5132093.0
30886,7435295.0
30887,5570680.0
30888,4300141.5
30889,5113864.5
30890,7197571.5
30891,3388966.5
30892,3502213.75
30893,4245328.0
30894,5476532.0
30895,4218119.5
30896,6203286.0
30897,7815319.0
30898,6787154.0
30899,6626598.0
30900,3308687.25
30901,6586074.5
30902,2004620.625
30903,6863191.0
30904,7963111.5
30905,5622569.5
30906,6266121.5
30907,12216702.0
30908,4096862.0
30909,12465023.0
30910,6922497.0
30911,4197777.5
30912,6482267.0
30913,20057020.0
30914,6117349.0
30915,7925389.5
30916,5528124.5
30917,8568980.0
30918,6586634.0
30919,5043799.0
30920,4919259.5
30921,3866384.75
30922,5681581.0
30923,3317059.75
30924,5118260.5
30925,13977082.0
30926,6572691.0
30927,7727244.5
30928,4626097.5
30929,5131623.0
30930,10119872.0
30931,10913531.0
30932,5006629.0
30933,4534605.5
30934,13469063.0
30935,6722997.0
30936,7031476.5
30937,8818800.0
30938,3889336.0
30939,9318170.0
30940,6468668.5
30941,6359665.5
30942,3513628.5
30943,6600858.0
30944,4954382.0
30945,3624561.5
30946,13010045.0
30947,6782378.0
30948,8399083.0
30949,6153415.0
30950,6138294.0
30951,16180427.0
30952,7605341.0
30953,9855888.0
30954,4657243.5
30955,6430141.0
30956,6696895.0
30957,5819362.0
30958,27850664.0
30959,8099789.5
30960,7530684.5
30961,8796222.0
30962,10949582.0
30963,3642643.25
30964,4482801.5
30965,6842278.0
30966,12005938.0
30967,11402563.0
30968,3408537.25
30969,3438929.0
30970,6055965.0
30971,11390498.0
30972,3629352.0
30973,5125054.5
30974,4986263.5
30975,7555769.5
30976,5159353.0
30977,6966325.5
30978,7634933.0
30979,3416360.75
30980,7012144.0
30981,5613985.5
30982,6539740.5
30983,3833407.25
30984,5654160.0
30985,3575661.25
30986,9626199.0
30987,9143240.0
30988,6124465.0
30989,7433366.5
30990,12725307.0
30991,8898603.0
30992,2545697.25
30993,7361100.0
30994,4772308.5
30995,6934311.0
30996,5707540.0
30997,7002467.5
30998,6090037.0
30999,7009831.0
31000,8020027.5
31001,6260656.5
31002,9457980.0
31003,9412324.0
31004,4217625.0
31005,2686257.25
31006,7533385.5
31007,4409352.0
31008,5626823.0
31009,6419039.0
31010,6313906.5
31011,4103086.75
31012,5785778.0
31013,6900212.0
31014,14887809.0
31015,7967380.5
31016,4054240.25
31017,9488896.0
31018,5334868.0
31019,4362301.5
31020,7034689.5
31021,11909168.0
31022,20247246.0
31023,9620895.0
31024,4698065.5
31025,6007416.0
31026,6046074.0
31027,4399313.0
31028,3389583.75
31029,7810208.0
31030,6712739.5
31031,9176085.0
31032,9632682.0
31033,8237439.0
31034,7442431.5
31035,9725431.0
31036,6774027.0
31037,24531056.0
31038,4251961.0
31039,10068159.0
31040,5734788.0
31041,4217062.0
31042,3230214.25
31043,6308490.0
31044,8970790.0
31045,7267400.5
31046,13874925.0
31047,8048990.5
31048,5632450.0
31049,4227297.5
31050,7732663.0
31051,6318623.0
31052,3723375.75
31053,16520214.0
31054,6145580.5
31055,5438201.0
31056,11997469.0
31057,5583647.0
31058,7134901.5
31059,2888779.75
31060,6763569.5
31061,6518153.5
31062,6279719.5
31063,3537831.0
31064,4969136.0
31065,9706511.0
31066,4308881.0
31067,8076348.5
31068,4126148.25
31069,4467126.5
31070,4686341.5
31071,3312267.5
31072,8106397.0
31073,1842282.0
31074,7150350.5
31075,6756265.0
31076,6625397.5
31077,5615544.0
31078,4244712.5
31079,5039860.5
31080,6479288.0
31081,2864367.0
31082,10558869.0
31083,4931368.5
31084,9484807.0
31085,11880423.0
31086,3727042.25
31087,4826367.5
31088,7824082.0
31089,6261056.5
31090,32877248.0
31091,3179667.5
31092,6797174.5
31093,6108610.5
31094,6109152.0
31095,4997903.5
31096,20686320.0
31097,10524789.0
31098,10021909.0
31099,19311730.0
31100,4889638.5
31101,3964008.25
31102,5950283.5
31103,10611403.0
31104,5362095.5
31105,8862389.0
31106,4382111.5
31107,9257690.0
31108,6605713.0
31109,5359125.5
31110,9171955.0
31111,10556896.0
31112,5755778.5
31113,3469998.75
31114,4519270.5
31115,5461693.0
31116,6068134.5
31117,5940639.0
31118,3782493.75
31119,2983707.25
31120,5439233.5
31121,6362759.5
31122,5724870.0
31123,4897754.5
31124,5498029.5
31125,11744475.0
31126,18610916.0
31127,5475879.5
31128,6057582.5
31129,5474965.5
31130,12232161.0
31131,7113758.0
31132,9320214.0
31133,10401338.0
31134,6205878.0
31135,9852523.0
31136,9389480.0
31137,4240476.5
31138,6845319.5
31139,3822411.75
31140,6764653.0
31141,7588547.0
31142,9538271.0
31143,5041264.5
31144,3763165.25
31145,5828915.5
31146,5385598.5
31147,13308742.0
31148,6193462.0
31149,2079152.875
31150,8122671.0
31151,4995187.5
31152,7773625.5
31153,5320281.5
31154,16179254.0
31155,6393544.0
31156,7589155.5
31157,3980449.0
31158,9076864.0
31159,5984326.5
31160,5272705.0
31161,3385623.0
31162,4485966.0
31163,5730376.0
31164,6010682.5
31165,6039400.5
31166,5558437.5
31167,7703185.0
31168,11424310.0
31169,6974489.0
31170,5436712.5
31171,12179917.0
31172,5285956.5
31173,10737695.0
31174,9988017.0
31175,16212678.0
31176,4900688.5
31177,8075594.0
31178,4132039.25
31179,4667136.5
31180,4178996.0
31181,8740714.0
31182,6746710.0
31183,7871103.5
31184,5033650.0
31185,4213484.0
31186,8279299.0
31187,3517202.25
31188,4903877.0
31189,4880148.5
31190,7414080.5
31191,12361840.0
31192,3897802.0
31193,5221539.0
31194,10753804.0
31195,7290864.0
31196,4932996.0
31197,14261511.0
31198,5261564.0
31199,6499004.5
31200,10535775.0
31201,3786218.25
31202,3703914.75
31203,6296480.5
31204,3591426.25
31205,8609921.0
31206,5655719.0
31207,4193880.5
31208,4804379.5
31209,4035827.75
31210,5543281.5
31211,7260590.5
31212,4784353.0
31213,10575841.0
31214,6634837.5
31215,4851707.5
31216,5650085.0
31217,6851439.0
31218,8237518.0
31219,3346696.25
31220,7126727.5
31221,3668871.25
31222,6620666.5
31223,9545896.0
31224,7062936.5
31225,11185217.0
31226,6101414.0
31227,9292540.0
31228,9752142.0
31229,4625577.0
31230,5638254.0
31231,4142657.0
31232,7070302.5
31233,6400199.5
31234,6356730.5
31235,5316244.0
31236,6211201.0
31237,11022523.0
31238,6486138.0
31239,12130744.0
31240,6444346.5
31241,6235267.0
31242,6841730.0
31243,3637276.5
31244,6884673.0
31245,7840619.0
31246,10921694.0
31247,5515723.0
31248,7119180.5
31249,9528342.0
31250,5613868.0
31251,6780179.5
31252,6249078.0
31253,8824201.0
31254,5663113.0
31255,11787564.0
31256,6571525.5
31257,5041639.5
31258,8785826.0
31259,10580703.0
31260,7762061.5
31261,22115516.0
31262,5622569.5
31263,5949007.0
31264,3710550.75
31265,11721626.0
31266,7735694.5
31267,3773367.5
31268,4134211.0
31269,8076795.5
31270,4184276.25
31271,5250971.5
31272,16246884.0
31273,7644571.5
31274,5714332.0
31275,6364301.0
31276,5400524.0
31277,4852466.0
31278,14005556.0
31279,14314981.0
31280,7090485.5
31281,6724362.5
31282,11852945.0
31283,6238889.5
31284,3999528.0
31285,5224203.5
31286,7233450.0
31287,9626842.0
31288,4333268.5
31289,8850513.0
31290,5765612.5
31291,6310156.5
31292,3767344.75
31293,6776973.0
31294,3708782.0
31295,18176466.0
31296,9698516.0
31297,8504469.0
31298,3608602.75
31299,9550449.0
31300,6812548.0
31301,6302055.5
31302,5349444.0
31303,8220559.0
31304,6734753.0
31305,8380297.0
31306,3152541.25
31307,6107893.5
31308,7769578.5
31309,8582074.0
31310,61329368.0
31311,5305142.5
31312,5499425.0
31313,11953818.0
31314,6435760.5
31315,9552016.0
31316,11287488.0
31317,17238238.0
31318,8283200.5
31319,6580104.5
31320,5763116.5
31321,6797038.0
31322,6358604.0
31323,7631380.5
31324,6608366.0
31325,5962684.5
31326,5077955.5
31327,7457408.5
31328,14297736.0
31329,5432613.0
31330,11036408.0
31331,8299014.5
31332,5635103.5
31333,5153550.5
31334,4113842.25
31335,8539359.0
31336,8135129.5
31337,7311565.0
31338,3999417.25
31339,4669946.0
31340,6643436.0
31341,9544823.0
31342,5059885.5
31343,3387903.25
31344,3815011.5
31345,4911267.0
31346,3671983.25
31347,7980323.0
31348,11159623.0
31349,10986233.0
31350,3462200.75
31351,5422411.0
31352,9739837.0
31353,4859996.5
31354,7451209.5
31355,9396324.0
31356,4245000.5
31357,5034168.5
31358,2323744.75
31359,6334237.5
31360,9274763.0
31361,4669892.0
31362,9627889.0
31363,5275210.0
31364,3478125.75
31365,3619359.5
31366,6441587.5
31367,9416939.0
31368,6306895.5
31369,4193436.25
31370,9485621.0
31371,8821778.0
31372,6830139.0
31373,4929487.5
31374,6314394.0
31375,5595935.0
31376,6489813.5
31377,8830902.0
31378,5598053.5
31379,30917970.0
31380,4148504.25
31381,7546760.5
31382,5315123.5
31383,7644098.5
31384,24424424.0
31385,12712328.0
31386,8782878.0
31387,12163226.0
31388,5068120.0
31389,4330798.0
31390,7069931.5
31391,5288644.5
31392,9909912.0
31393,8446169.0
31394,5298735.5
31395,4054116.75
31396,9041391.0
31397,6900863.5
31398,2230235.25
31399,11257623.0
31400,4128880.0
31401,11214932.0
31402,9135430.0
31403,4981690.5
31404,4288486.0
31405,4022406.0
31406,5887375.0
31407,3299697.25
31408,6123524.5
31409,4218047.5
31410,11508094.0
31411,7983124.5
31412,10322953.0
31413,7516213.0
31414,4040171.75
31415,15030698.0
31416,6374712.5
31417,4580909.5
31418,7061738.0
31419,9721518.0
31420,9052261.0
31421,6853595.5
31422,6254837.5
31423,6920153.5
31424,17597890.0
31425,6018208.0
31426,4492195.0
31427,6653555.5
31428,7069601.5
31429,13510745.0
31430,4612987.0
31431,5408229.5
31432,4937594.5
31433,6081267.5
31434,3754504.5
31435,10965717.0
31436,9286251.0
31437,12101949.0
31438,8500375.0
31439,10565780.0
31440,6669883.0
31441,6474587.5
31442,7445392.0
31443,11206208.0
31444,6183081.0
31445,9389032.0
31446,13867756.0
31447,5858832.0
31448,7922586.0
31449,7342156.0
31450,6344315.0
31451,7700995.5
31452,11153261.0
31453,3023378.5
31454,5336517.0
31455,7602237.5
31456,4933443.0
31457,5122450.0
31458,16237591.0
31459,8136479.0
31460,5000383.0
31461,4563637.5
31462,3612827.75
31463,5500552.0
31464,7441955.5
31465,5132357.0
31466,50929436.0
31467,3376865.25
31468,14342065.0
31469,4896932.5
31470,5416978.5
31471,12687306.0
31472,2383731.0
31473,7447188.5
31474,4058294.25
31475,7092663.0
31476,20776078.0
31477,6995366.0
31478,5012065.5
31479,5801142.5
31480,9861247.0
31481,8324666.0
31482,9754821.0
31483,9561057.0
31484,6753681.5
31485,3113727.75
31486,2913428.0
31487,4507481.0
31488,13963625.0
31489,7516994.5
31490,4666864.5
31491,5884843.0
31492,7865056.0
31493,8751565.0
31494,5091295.0
31495,5301081.0
31496,7912603.5
31497,4450890.5
31498,5927786.5
31499,11074004.0
31500,10348226.0
31501,8728119.0
31502,9093100.0
31503,5221858.0
31504,9701180.0
31505,17048848.0
31506,7377074.0
31507,6411623.5
31508,6310896.5
31509,5419743.5
31510,5383082.0
31511,4982807.5
31512,5771895.5
31513,21638674.0
31514,25399608.0
31515,2124348.0
31516,16616725.0
31517,5763941.0
31518,7702780.5
31519,6005921.0
31520,5246066.5
31521,4755403.5
31522,4311697.0
31523,6542429.0
31524,9198111.0
31525,11054104.0
31526,5607880.5
31527,6551745.0
31528,4353262.5
31529,5782815.5
31530,6197349.5
31531,9009818.0
31532,5613284.5
31533,13786973.0
31534,7446833.5
31535,9729254.0
31536,7250979.5
31537,4203045.5
31538,4809380.5
31539,3637162.25
31540,9444370.0
31541,2688084.5
31542,5504183.5
31543,3601441.5
31544,4882211.0
31545,7456547.5
31546,12056354.0
31547,5455910.0
31548,5700501.0
31549,5553605.0
31550,5162857.5
31551,5745183.5
31552,7430524.0
31553,5921294.5
31554,7660167.5
31555,3777904.5
31556,7068812.5
31557,5822504.0
31558,9612182.0
31559,2682624.5
31560,7222986.0
31561,6843061.0
31562,35100932.0
31563,3873766.5
31564,8431168.0
31565,9137714.0
31566,5716676.0
31567,17141940.0
31568,6358895.5
31569,6707108.5
31570,6822151.0
31571,5932554.0
31572,3502016.75
31573,5403363.0
31574,11431591.0
31575,5533737.0
31576,6867433.5
31577,4849616.5
31578,8055042.0
31579,5382810.5
31580,7069628.0
31581,5365354.0
31582,6237218.0
31583,8346415.5
31584,3987519.5
31585,6553338.0
31586,12375806.0
31587,13940686.0
31588,9196778.0
31589,3471862.25
31590,5368486.5
31591,6400309.5
31592,7340805.0
31593,7180554.5
31594,8021159.5
31595,5349535.5
31596,3599508.25
31597,5565794.5
31598,3605235.0
31599,6315725.0
31600,6991204.0
31601,14450250.0
31602,5267081.0
31603,14466024.0
31604,4137204.5
31605,5003340.0
31606,6281858.0
31607,7203188.5
31608,5204119.5
31609,5338497.0
31610,7132683.5
31611,5665030.5
31612,5638135.5
31613,4773915.5
31614,15071665.0
31615,9795055.0
31616,11091655.0
31617,4367388.0
31618,6768809.0
31619,9750896.0
31620,4213488.0
31621,5572066.5
31622,33574776.0
31623,10633041.0
31624,4835244.5
31625,9707695.0
31626,5364428.0
31627,7266180.5
31628,10583065.0
31629,9702846.0
31630,3786608.25
31631,5895319.5
31632,17037016.0
31633,5077742.5
31634,8309404.5
31635,12743305.0
31636,5740955.0
31637,5468745.5
31638,7472885.5
31639,3560179.25
31640,10560662.0
31641,3844705.75
31642,3177079.0
31643,5673827.0
31644,10697689.0
31645,5925723.5
31646,8409840.0
31647,5380931.5
31648,10859565.0
31649,5778333.5
31650,6578541.5
31651,12836761.0
31652,5441287.5
31653,5263817.0
31654,5552260.0
31655,4138818.5
31656,20052010.0
31657,7095707.5
31658,4195132.5
31659,7395917.5
31660,5015785.5
31661,4964427.5
31662,6604862.5
31663,3768203.5
31664,3437706.0
31665,4211644.0
31666,5453465.0
31667,7844800.0
31668,10428632.0
31669,11891826.0
31670,6535252.0
31671,5654565.0
31672,8323411.5
31673,6977642.0
31674,8863402.0
31675,7320935.5
31676,7111743.0
31677,4791850.5
31678,4780271.0
31679,8162422.0
31680,7127434.5
31681,6167751.0
31682,3610561.5
31683,6573612.5
31684,4917383.0
31685,3510285.75
31686,11959633.0
31687,9876343.0
31688,10132485.0
31689,3654944.25
31690,7098740.0
31691,3669277.0
31692,4223424.5
31693,6280456.0
31694,6472840.0
31695,6685370.5
31696,3346473.0
31697,4913951.5
31698,3270012.25
31699,5341807.5
31700,5376161.5
31701,8755514.0
31702,5875439.0
31703,8864654.0
31704,5937331.0
31705,9331456.0
31706,5469736.5
31707,11426424.0
31708,8351654.5
31709,5013351.5
31710,10697118.0
31711,7211271.5
31712,7651063.0
31713,5526364.0
31714,5280545.0
31715,5108410.0
31716,5777369.5
31717,10002334.0
31718,4752271.0
31719,7255648.5
31720,4565396.0
31721,4430676.5
31722,5696773.0
31723,5384813.0
31724,5857150.5
31725,4929516.0
31726,12572567.0
31727,6070565.5
31728,4541452.0
31729,7007103.5
31730,3496303.75
31731,7137386.0
31732,7704235.5
31733,3592132.0
31734,4221121.5
31735,2851282.5
31736,6232859.0
31737,5176968.0
31738,5441163.0
31739,5840283.0
31740,7477505.5
31741,11421979.0
31742,12473894.0
31743,7607270.5
31744,4782879.0
31745,3639250.75
31746,9566876.0
31747,4970591.0
31748,16789366.0
31749,5448620.0
31750,8917105.0
31751,7883041.0
31752,4180686.5
31753,3803833.0
31754,7521885.0
31755,10498524.0
31756,2076895.625
31757,5929511.0
31758,5855129.0
31759,6205173.5
31760,5975344.5
31761,18244300.0
31762,2427345.25
31763,11161987.0
31764,5942599.5
31765,3890875.5
31766,8300201.5
31767,3550177.25
31768,6649781.0
31769,9368586.0
31770,3587989.25
31771,3829019.25
31772,8210271.5
31773,5625171.0
31774,6488767.5
31775,10531757.0
31776,2015086.0
31777,4109775.75
31778,9809602.0
31779,8503934.0
31780,6686295.0
31781,7060781.5
31782,5258579.0
31783,3677688.75
31784,5764886.5
31785,6231011.0
31786,4771644.5
31787,6737997.0
31788,5265202.5
31789,6023559.5
31790,3782086.25
31791,8571473.0
31792,6983534.0
31793,8102038.0
31794,6738344.0
31795,5727764.0
31796,4929257.0
31797,14242021.0
31798,7832555.0
31799,4149513.0
31800,5403058.5
31801,3347274.0
31802,6339646.0
31803,7466453.0
31804,5027274.0
31805,3433486.0
31806,6987958.0
31807,6367336.5
31808,8141695.5
31809,6300090.5
31810,3924868.0
31811,7311509.0
31812,6517569.0
31813,6223818.5
31814,5505858.0
31815,6004896.0
31816,4764405.0
31817,3376659.0
31818,6270677.0
31819,5771213.0
31820,10531113.0
31821,13307168.0
31822,5275210.0
31823,4748832.5
31824,3515652.75
31825,4657003.5
31826,5915013.0
31827,7358889.0
31828,5452591.5
31829,8413995.0
31830,6390404.5
31831,3174150.5
31832,11640506.0
31833,11115099.0
31834,6302800.5
31835,4524393.5
31836,7261158.5
31837,3360589.75
31838,7727849.0
31839,4587638.0
31840,9676195.0
31841,4912368.0
31842,7247508.5
31843,3534620.25
31844,6043866.0
31845,8614801.0
31846,4772709.5
31847,4897366.5
31848,5779452.0
31849,9267954.0
31850,6422382.5
31851,11655035.0
31852,6234530.0
31853,9447181.0
31854,6223017.5
31855,4591415.0
31856,5443125.0
31857,9113398.0
31858,11305479.0
31859,31858490.0
31860,6831428.5
31861,13668312.0
31862,6804094.5
31863,9757780.0
31864,3144788.0
31865,5064655.0
31866,3171557.25
31867,7960939.5
31868,5105059.5
31869,9998843.0
31870,3335913.25
31871,4730133.5
31872,11035945.0
31873,6126433.5
31874,4908252.0
31875,5632498.0
31876,5016168.0
31877,22096708.0
31878,3436113.0
31879,8137589.0
31880,9664244.0
31881,4582014.5
31882,14858844.0
31883,4869191.5
31884,5020935.5
31885,5645625.5
31886,8087085.0
31887,8832099.0
31888,3945922.75
31889,11918416.0
31890,4627377.0
31891,3855092.5
31892,3704197.25
31893,17199648.0
31894,7856914.5
31895,3561724.25
31896,3565150.0
31897,3473057.75
31898,3987375.0
31899,4116475.25
31900,6001094.5
31901,6752439.0
31902,6825034.0
31903,6175555.5
31904,4206859.0
31905,6777807.0
31906,4164760.75
31907,3682001.75
31908,3734934.0
31909,7111227.5
31910,4156987.25
31911,3767330.5
31912,6306691.0
31913,7022691.0
31914,6248398.5
31915,7047959.0
31916,4263062.0
31917,5241790.5
31918,4519240.0
31919,6553988.0
31920,3854949.0
31921,4662527.5
31922,5874396.5
31923,8720116.0
31924,10217000.0
31925,6390551.0
31926,8365732.0
31927,11128399.0
31928,6845411.0
31929,14719553.0
31930,7410193.0
31931,6135964.5
31932,8198855.5
31933,7394937.0
31934,5561597.5
31935,4781912.5
31936,4019484.0
31937,6264974.5
31938,5421407.5
31939,5847389.0
31940,7211106.5
31941,31398148.0
31942,5581347.5
31943,7983185.5
31944,3885862.0
31945,5347873.0
31946,10414202.0
31947,8236559.0
31948,6316472.5
31949,8880291.0
31950,11982969.0
31951,5331882.5
31952,5481345.0
31953,3641517.75
31954,10668490.0
31955,4595011.0
31956,8288004.5
31957,4345866.5
31958,4145194.25
31959,12035055.0
31960,6588116.5
31961,8181609.5
31962,4568785.0
31963,7138829.0
31964,4773264.5
31965,6134209.0
31966,12382653.0
31967,11959564.0
31968,6564610.0
31969,22498430.0
31970,5753830.5
31971,3916649.25
31972,5201003.5
31973,4865046.5
31974,6954384.0
31975,3973538.5
31976,4214899.0
31977,8928030.0
31978,5116259.5
31979,4528956.5
31980,4766595.5
31981,6116427.5
31982,8608124.0
31983,11513451.0
31984,7364252.5
31985,4752239.5
31986,4086026.25
31987,6088033.5
31988,7567062.0
31989,12698709.0
31990,3398050.75
31991,9379921.0
31992,4567961.5
31993,8190478.0
31994,6730483.0
31995,6826231.5
31996,10994513.0
31997,5400740.5
31998,3734645.75
31999,5365528.0
32000,6121656.0
32001,62621464.0
32002,21843566.0
32003,9512345.0
32004,6795903.5
32005,4688447.0
32006,15349563.0
32007,9556262.0
32008,6423742.0
32009,3699209.0
32010,7204391.0
32011,4882453.5
32012,1806692.125
32013,5391899.0
32014,5184987.5
32015,7412136.5
32016,6539616.0
32017,10182760.0
32018,6858375.0
32019,5735570.5
32020,5427895.0
32021,8236960.5
32022,5157980.5
32023,3965282.25
32024,5759869.5
32025,5505821.5
32026,4549389.0
32027,7245677.5
